id,name,domain,category,tier,status,region,annual_spend,renewal_date,primary_contact,supplier_address,supplier_notice,supplier_rep_name,supplier_rep_email,description,sla_score,concentration_risk,financial_risk,delivery_risk,compliance_risk,risk_score,capabilities,notes
V319,Allen Maxwell and Silver,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V320,Stach and Liu,bishopfox.com,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V321,Alliance,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V322,Stimulus Consulting,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V323,Alliance Infotect Computer Software,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory|Application Development,StaffUp approved supplier. Source: Profile Worker Suppliers.
V324,Alliance/KG Investment Properties,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V325,TAPFIN Referred Personnel,tapfin.com,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V326,Alliant Systems,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V327,Allied Barton,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V328,Allied Cleaning Services,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V329,Allied Intelligence,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V330,TRACTION SALES AND MARKETING INC - 0000695686 - CAD,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V331,Allied International,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V332,Visions Management,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V333,Alma Libre,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V334,Zimmic,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V335,Alpha Gebaudemanagement GmbH,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V336,People Bank,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V337,Alphagraphics,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V338,People Bank Singapore,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V339,Alscient Limited,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V340,Premier Talent Partners,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V341,Alter Asset Mgmt,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V342,Alverez and Marshal Property Managment,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V343,Amantek Solutions LLC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V344,Razel Information Systems Ltd,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V345,Amazon Web Services,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V346,Resources Global Professionals,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V347,Ambius,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V348,AMPS,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V349,RGP,rgp.com,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V350,Angela Ward,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V351,Antea,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V352,Antea/Peter J Ramsay and Associates,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V353,Sage Consulting Associates LLC. dba The Sage Group,,Contingent Workforce,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Contingent Workforce vendor. StaffUp approved across Global.,90,35,15,18,12,22,Staff Augmentation,StaffUp approved supplier. Source: Profile Worker Suppliers.
V354,ANTHESIS LLC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V355,Aodigy,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V356,Apisero,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V357,Apogee Solutions (MBO),,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V358,Apollo Facility Management Services,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V359,Apollo Mechanical,,Hardware & Infrastructure,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Hardware & Infrastructure vendor. StaffUp approved across Global.,90,35,15,18,12,22,Hardware Supply,StaffUp approved supplier. Source: Profile Worker Suppliers.
V360,Appcentrica,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V361,Applause,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V362,Applied Frameworks,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V363,Appnovation,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V364,APPSEC CONSULTING INC,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V365,Apttus,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
V366,Aquacell,,Professional Services,3,Active,Global,$0,2026-12-31,VER Team,See vendor website,Same as principal,,,Professional Services vendor. StaffUp approved across Global.,90,35,15,18,12,22,Consulting / Advisory,StaffUp approved supplier. Source: Profile Worker Suppliers.
